uid,bank_account
Kenya_uniqueid_1573,Yes
Rwanda_uniqueid_5657,No
Tanzania_uniqueid_45,No
Rwanda_uniqueid_413,Yes
Rwanda_uniqueid_2297,No
Uganda_uniqueid_1360,No
Uganda_uniqueid_1859,Yes
Rwanda_uniqueid_5288,No
Rwanda_uniqueid_5799,No
Tanzania_uniqueid_4682,No
Kenya_uniqueid_2930,Yes
Tanzania_uniqueid_2498,No
Rwanda_uniqueid_1100,Yes
Rwanda_uniqueid_6578,No
Tanzania_uniqueid_3661,No
Rwanda_uniqueid_3184,No
Rwanda_uniqueid_5626,No
Rwanda_uniqueid_7728,No
Kenya_uniqueid_1078,Yes
Tanzania_uniqueid_1763,No
Kenya_uniqueid_2154,Yes
Rwanda_uniqueid_2174,No
Kenya_uniqueid_4116,No
Kenya_uniqueid_398,Yes
Rwanda_uniqueid_1810,No
Rwanda_uniqueid_8489,No
Tanzania_uniqueid_960,No
Kenya_uniqueid_2151,No
Rwanda_uniqueid_6523,Yes
Tanzania_uniqueid_2402,No
Kenya_uniqueid_5929,Yes
Kenya_uniqueid_3690,Yes
Kenya_uniqueid_3394,Yes
Rwanda_uniqueid_2819,No
Kenya_uniqueid_2251,Yes
Tanzania_uniqueid_2955,No
Rwanda_uniqueid_5005,Yes
Rwanda_uniqueid_114,Yes
Tanzania_uniqueid_3462,No
Rwanda_uniqueid_2372,No
Rwanda_uniqueid_6128,No
Rwanda_uniqueid_4786,Yes
Tanzania_uniqueid_329,No
Tanzania_uniqueid_4418,Yes
Uganda_uniqueid_1639,Yes
Tanzania_uniqueid_568,No
Tanzania_uniqueid_4990,Yes
Kenya_uniqueid_876,No
Rwanda_uniqueid_1134,No
Rwanda_uniqueid_8311,Yes
Rwanda_uniqueid_8701,No
Rwanda_uniqueid_1548,No
Kenya_uniqueid_2468,No
Tanzania_uniqueid_1003,No
Kenya_uniqueid_5195,No
Rwanda_uniqueid_1586,No
Kenya_uniqueid_2498,No
Rwanda_uniqueid_6335,No
Tanzania_uniqueid_3540,No
Uganda_uniqueid_2028,Yes
Uganda_uniqueid_1337,No
Tanzania_uniqueid_1248,Yes
Tanzania_uniqueid_5600,No
Uganda_uniqueid_1474,No
Tanzania_uniqueid_3006,No
Kenya_uniqueid_576,No
Rwanda_uniqueid_4365,No
Kenya_uniqueid_908,No
Tanzania_uniqueid_4166,No
Kenya_uniqueid_347,No
Tanzania_uniqueid_3479,No
Rwanda_uniqueid_4020,No
Tanzania_uniqueid_4027,No
Rwanda_uniqueid_3317,No
Rwanda_uniqueid_7296,No
Kenya_uniqueid_4272,Yes
Rwanda_uniqueid_1469,No
Rwanda_uniqueid_7748,Yes
Rwanda_uniqueid_69,No
Kenya_uniqueid_914,Yes
Tanzania_uniqueid_6275,No
Kenya_uniqueid_6053,Yes
Tanzania_uniqueid_425,No
Tanzania_uniqueid_3418,No
Kenya_uniqueid_510,Yes
Rwanda_uniqueid_7719,No
Rwanda_uniqueid_3316,No
Rwanda_uniqueid_3433,Yes
Tanzania_uniqueid_6360,No
Kenya_uniqueid_4102,No
Rwanda_uniqueid_597,No
Rwanda_uniqueid_6898,Yes
Rwanda_uniqueid_5697,No
Kenya_uniqueid_4153,Yes
Kenya_uniqueid_3534,Yes
Rwanda_uniqueid_3384,No
Kenya_uniqueid_3201,No
Tanzania_uniqueid_233,No
Tanzania_uniqueid_4336,No
Rwanda_uniqueid_2065,No
Rwanda_uniqueid_5205,No
Rwanda_uniqueid_5415,No
Kenya_uniqueid_439,Yes
Tanzania_uniqueid_5668,No
Tanzania_uniqueid_4524,No
Kenya_uniqueid_4141,Yes
Uganda_uniqueid_1818,No
Rwanda_uniqueid_4126,Yes
Tanzania_uniqueid_3675,Yes
Kenya_uniqueid_3618,No
Rwanda_uniqueid_5151,Yes
Kenya_uniqueid_2529,Yes
Rwanda_uniqueid_3881,No
Tanzania_uniqueid_4323,No
Tanzania_uniqueid_401,No
Rwanda_uniqueid_8172,Yes
Tanzania_uniqueid_399,Yes
Rwanda_uniqueid_4892,No
Tanzania_uniqueid_3583,No
Rwanda_uniqueid_1065,No
Tanzania_uniqueid_4153,No
Rwanda_uniqueid_7507,No
Rwanda_uniqueid_2180,No
Kenya_uniqueid_3114,Yes
Tanzania_uniqueid_6447,Yes
Kenya_uniqueid_3610,No
Uganda_uniqueid_1385,No
Rwanda_uniqueid_1219,No
Kenya_uniqueid_2116,No
Uganda_uniqueid_1609,No
Kenya_uniqueid_675,No
Kenya_uniqueid_5479,Yes
Rwanda_uniqueid_4769,No
Kenya_uniqueid_252,No
Tanzania_uniqueid_6293,No
Rwanda_uniqueid_3497,No
Kenya_uniqueid_5474,Yes
Kenya_uniqueid_4348,Yes
Kenya_uniqueid_1451,No
Tanzania_uniqueid_3265,No
Rwanda_uniqueid_4168,Yes
Tanzania_uniqueid_892,No
Rwanda_uniqueid_5294,No
Kenya_uniqueid_4606,No
Rwanda_uniqueid_2955,Yes
Rwanda_uniqueid_4285,No
Tanzania_uniqueid_4803,Yes
Kenya_uniqueid_3354,Yes
Rwanda_uniqueid_3930,Yes
Kenya_uniqueid_3112,No
Uganda_uniqueid_885,No
Rwanda_uniqueid_2249,No
Tanzania_uniqueid_2981,No
Rwanda_uniqueid_1819,Yes
Rwanda_uniqueid_1399,No
Uganda_uniqueid_1621,No
Kenya_uniqueid_264,Yes
Rwanda_uniqueid_4335,No
Tanzania_uniqueid_5167,No
Tanzania_uniqueid_6394,Yes
Kenya_uniqueid_1098,No
Rwanda_uniqueid_4089,Yes
Tanzania_uniqueid_4190,No
Tanzania_uniqueid_3018,No
Tanzania_uniqueid_1381,No
Tanzania_uniqueid_1705,No
Tanzania_uniqueid_934,No
Rwanda_uniqueid_7269,No
Tanzania_uniqueid_1433,Yes
Kenya_uniqueid_734,Yes
Kenya_uniqueid_1066,No
Tanzania_uniqueid_211,No
Rwanda_uniqueid_7150,No
Tanzania_uniqueid_788,No
Tanzania_uniqueid_3296,No
Rwanda_uniqueid_8678,No
Kenya_uniqueid_5653,Yes
Tanzania_uniqueid_3502,No
Tanzania_uniqueid_3872,No
Tanzania_uniqueid_4146,No
Rwanda_uniqueid_2306,No
Kenya_uniqueid_4292,Yes
Tanzania_uniqueid_3341,Yes
Rwanda_uniqueid_6726,No
Tanzania_uniqueid_1172,No
Kenya_uniqueid_753,No
Kenya_uniqueid_539,Yes
Kenya_uniqueid_5199,No
Tanzania_uniqueid_855,No
Rwanda_uniqueid_4595,No
Kenya_uniqueid_4580,Yes
Kenya_uniqueid_5571,Yes
Rwanda_uniqueid_3228,Yes
Kenya_uniqueid_2547,Yes
Kenya_uniqueid_5419,No
Rwanda_uniqueid_2618,No
Kenya_uniqueid_3487,Yes
Tanzania_uniqueid_2799,Yes
Rwanda_uniqueid_2775,Yes
Rwanda_uniqueid_4234,No
Rwanda_uniqueid_417,No
Rwanda_uniqueid_2376,No
Rwanda_uniqueid_2629,No
Rwanda_uniqueid_3504,No
Kenya_uniqueid_830,Yes
Tanzania_uniqueid_1516,No
Rwanda_uniqueid_8706,No
Tanzania_uniqueid_76,No
Rwanda_uniqueid_7701,No
Rwanda_uniqueid_2698,No
Tanzania_uniqueid_108,No
Kenya_uniqueid_1816,No
Rwanda_uniqueid_2672,No
Tanzania_uniqueid_2092,Yes
Tanzania_uniqueid_6381,No
Kenya_uniqueid_4069,No
Tanzania_uniqueid_4827,No
Kenya_uniqueid_291,Yes
Tanzania_uniqueid_5195,Yes
Kenya_uniqueid_3700,No
Tanzania_uniqueid_1092,No
Uganda_uniqueid_1211,No
Rwanda_uniqueid_8754,No
Tanzania_uniqueid_5606,No
Tanzania_uniqueid_6122,No
Tanzania_uniqueid_863,No
Uganda_uniqueid_1449,No
Rwanda_uniqueid_3342,No
Rwanda_uniqueid_8403,Yes
Tanzania_uniqueid_1295,No
Rwanda_uniqueid_8545,No
Tanzania_uniqueid_3793,No
Tanzania_uniqueid_4502,Yes
Kenya_uniqueid_1505,Yes
Rwanda_uniqueid_2125,No
Rwanda_uniqueid_2213,No
Rwanda_uniqueid_6258,No
Rwanda_uniqueid_2111,No
Rwanda_uniqueid_4611,No
Rwanda_uniqueid_8451,Yes
Kenya_uniqueid_2982,Yes
Rwanda_uniqueid_5057,No
Rwanda_uniqueid_3295,No
Kenya_uniqueid_4843,No
Tanzania_uniqueid_3023,No
Kenya_uniqueid_6037,No
Tanzania_uniqueid_854,Yes
Rwanda_uniqueid_2173,No
Rwanda_uniqueid_1854,No
Rwanda_uniqueid_7800,No
Tanzania_uniqueid_6523,No
Kenya_uniqueid_2753,Yes
Rwanda_uniqueid_1200,No
Uganda_uniqueid_643,No
Uganda_uniqueid_1003,No
Rwanda_uniqueid_366,No
Rwanda_uniqueid_4127,No
Tanzania_uniqueid_1983,No
Rwanda_uniqueid_3271,No
Tanzania_uniqueid_617,No
Tanzania_uniqueid_6588,No
Kenya_uniqueid_709,No
Kenya_uniqueid_169,No
Rwanda_uniqueid_241,No
Kenya_uniqueid_5212,No
Rwanda_uniqueid_7746,No
Kenya_uniqueid_5598,No
Kenya_uniqueid_434,Yes
Rwanda_uniqueid_6216,No
Uganda_uniqueid_2044,No
Rwanda_uniqueid_1867,No
Rwanda_uniqueid_2889,No
Kenya_uniqueid_4294,Yes
Rwanda_uniqueid_8261,Yes
Tanzania_uniqueid_6182,No
Rwanda_uniqueid_3025,No
Kenya_uniqueid_1536,Yes
Kenya_uniqueid_2879,Yes
Tanzania_uniqueid_5624,Yes
Tanzania_uniqueid_6464,No
Kenya_uniqueid_1273,No
Rwanda_uniqueid_6637,No
Rwanda_uniqueid_4890,No
Rwanda_uniqueid_6137,Yes
Tanzania_uniqueid_6471,No
Rwanda_uniqueid_5643,No
Rwanda_uniqueid_6691,No
Tanzania_uniqueid_6043,No
Kenya_uniqueid_5842,No
Tanzania_uniqueid_2230,No
Rwanda_uniqueid_3759,No
Uganda_uniqueid_629,Yes
Rwanda_uniqueid_7803,Yes
Rwanda_uniqueid_7109,No
Tanzania_uniqueid_5936,Yes
Rwanda_uniqueid_2874,Yes
Rwanda_uniqueid_5618,No
Tanzania_uniqueid_3934,No
Rwanda_uniqueid_1309,No
Rwanda_uniqueid_7663,No
Kenya_uniqueid_4642,Yes
Tanzania_uniqueid_4101,Yes
Tanzania_uniqueid_1112,No
Rwanda_uniqueid_8698,No
Rwanda_uniqueid_3855,No
Rwanda_uniqueid_467,Yes
Rwanda_uniqueid_5336,No
Tanzania_uniqueid_950,No
Kenya_uniqueid_3335,No
Kenya_uniqueid_4276,Yes
Rwanda_uniqueid_6921,No
Rwanda_uniqueid_8173,No
Kenya_uniqueid_5044,No
Tanzania_uniqueid_3809,No
Kenya_uniqueid_4708,No
Rwanda_uniqueid_1729,No
Tanzania_uniqueid_4792,No
Rwanda_uniqueid_4023,No
Uganda_uniqueid_346,No
Kenya_uniqueid_5372,Yes
Uganda_uniqueid_1582,No
Rwanda_uniqueid_7035,No
Kenya_uniqueid_3449,Yes
Tanzania_uniqueid_4557,No
Rwanda_uniqueid_6010,Yes
Rwanda_uniqueid_4958,No
Rwanda_uniqueid_81,No
Tanzania_uniqueid_1873,No
Rwanda_uniqueid_5805,No
Rwanda_uniqueid_6040,No
Tanzania_uniqueid_5299,No
Tanzania_uniqueid_4287,Yes
Rwanda_uniqueid_5760,No
Uganda_uniqueid_718,No
Rwanda_uniqueid_6526,No
Rwanda_uniqueid_842,No
Kenya_uniqueid_309,Yes
Tanzania_uniqueid_3864,No
Tanzania_uniqueid_341,No
Uganda_uniqueid_427,No
Tanzania_uniqueid_1939,Yes
Tanzania_uniqueid_991,No
Uganda_uniqueid_597,No
Tanzania_uniqueid_1796,No
Rwanda_uniqueid_7106,No
Tanzania_uniqueid_5030,No
Rwanda_uniqueid_2158,Yes
Kenya_uniqueid_3353,Yes
Rwanda_uniqueid_4796,No
Kenya_uniqueid_3109,Yes
Tanzania_uniqueid_1052,No
Uganda_uniqueid_801,No
Rwanda_uniqueid_5667,No
Uganda_uniqueid_1754,No
Uganda_uniqueid_1770,No
Rwanda_uniqueid_4842,No
Rwanda_uniqueid_5750,No
Tanzania_uniqueid_5764,Yes
Kenya_uniqueid_3579,No
Uganda_uniqueid_59,No
Rwanda_uniqueid_4438,No
Kenya_uniqueid_2406,Yes
Rwanda_uniqueid_6052,No
Uganda_uniqueid_989,No
Tanzania_uniqueid_1130,No
Tanzania_uniqueid_594,No
Kenya_uniqueid_4206,Yes
Kenya_uniqueid_352,Yes
Rwanda_uniqueid_6362,No
Rwanda_uniqueid_8413,No
Rwanda_uniqueid_3830,No
Rwanda_uniqueid_3527,No
Rwanda_uniqueid_2815,Yes
Rwanda_uniqueid_7896,No
Tanzania_uniqueid_6224,Yes
Tanzania_uniqueid_1915,No
Uganda_uniqueid_1442,No
Rwanda_uniqueid_1487,No
Kenya_uniqueid_2268,Yes
Kenya_uniqueid_3367,No
Tanzania_uniqueid_1255,No
Kenya_uniqueid_1167,No
Rwanda_uniqueid_8745,Yes
Rwanda_uniqueid_2059,No
Tanzania_uniqueid_5206,No
Kenya_uniqueid_5285,Yes
Tanzania_uniqueid_1422,No
Kenya_uniqueid_3148,No
Kenya_uniqueid_3733,Yes
Rwanda_uniqueid_3026,No
Rwanda_uniqueid_4337,No
Tanzania_uniqueid_3700,No
Rwanda_uniqueid_3333,No
Rwanda_uniqueid_2636,No
Kenya_uniqueid_2333,No
Rwanda_uniqueid_5453,No
Kenya_uniqueid_4535,No
Rwanda_uniqueid_3477,No
Uganda_uniqueid_1269,Yes
Tanzania_uniqueid_3983,No
Rwanda_uniqueid_981,No
Kenya_uniqueid_721,No
Rwanda_uniqueid_6499,No
Kenya_uniqueid_55,Yes
Tanzania_uniqueid_2845,No
Rwanda_uniqueid_5501,Yes
Tanzania_uniqueid_1917,Yes
Rwanda_uniqueid_745,No
Tanzania_uniqueid_2705,No
Kenya_uniqueid_3483,Yes
Rwanda_uniqueid_6314,No
Uganda_uniqueid_742,No
Rwanda_uniqueid_7519,No
Rwanda_uniqueid_4242,No
Tanzania_uniqueid_5200,No
Kenya_uniqueid_3370,Yes
Kenya_uniqueid_2326,Yes
Tanzania_uniqueid_3352,No
Rwanda_uniqueid_8184,No
Kenya_uniqueid_479,No
Kenya_uniqueid_1372,No
Tanzania_uniqueid_1684,Yes
Kenya_uniqueid_231,No
Rwanda_uniqueid_8520,Yes
Rwanda_uniqueid_7231,Yes
Kenya_uniqueid_2565,Yes
Kenya_uniqueid_1206,No
Rwanda_uniqueid_1226,Yes
Tanzania_uniqueid_1373,No
Tanzania_uniqueid_5445,No
Uganda_uniqueid_1698,No
Tanzania_uniqueid_3538,No
Rwanda_uniqueid_7764,No
Uganda_uniqueid_1455,No
Kenya_uniqueid_5628,Yes
Kenya_uniqueid_5486,Yes
Kenya_uniqueid_3403,No
Kenya_uniqueid_2351,No
Tanzania_uniqueid_4427,No
Rwanda_uniqueid_5309,No
Kenya_uniqueid_195,No
Rwanda_uniqueid_3777,No
Rwanda_uniqueid_2329,Yes
Kenya_uniqueid_5884,Yes
Tanzania_uniqueid_3141,No
Tanzania_uniqueid_6488,Yes
Rwanda_uniqueid_78,Yes
Tanzania_uniqueid_3402,No
Uganda_uniqueid_1361,No
Kenya_uniqueid_2928,Yes
Kenya_uniqueid_5847,No
Kenya_uniqueid_1871,Yes
Tanzania_uniqueid_2669,No
Tanzania_uniqueid_4887,No
Tanzania_uniqueid_1179,No
Rwanda_uniqueid_6685,Yes
Uganda_uniqueid_935,No
Kenya_uniqueid_4406,No
Tanzania_uniqueid_1935,No
Kenya_uniqueid_587,No
Rwanda_uniqueid_6431,No
Rwanda_uniqueid_2711,No
Kenya_uniqueid_3877,No
Rwanda_uniqueid_5060,No
Kenya_uniqueid_3044,Yes
Tanzania_uniqueid_1959,No
Rwanda_uniqueid_5377,Yes
Tanzania_uniqueid_2066,No
Rwanda_uniqueid_5468,No
Kenya_uniqueid_514,Yes
Rwanda_uniqueid_6989,Yes
Kenya_uniqueid_4425,Yes
Rwanda_uniqueid_8034,Yes
Rwanda_uniqueid_4926,Yes
Uganda_uniqueid_606,No
Kenya_uniqueid_1912,No
Tanzania_uniqueid_6047,No
Rwanda_uniqueid_3065,No
Kenya_uniqueid_4179,No
Kenya_uniqueid_312,No
Tanzania_uniqueid_3696,No
Tanzania_uniqueid_2400,No
Kenya_uniqueid_1188,Yes
Tanzania_uniqueid_5537,Yes
Tanzania_uniqueid_1553,No
Tanzania_uniqueid_5657,No
Rwanda_uniqueid_8236,No
Kenya_uniqueid_5536,Yes
Kenya_uniqueid_1348,No
Rwanda_uniqueid_3278,No
Kenya_uniqueid_3275,No
Rwanda_uniqueid_5447,No
Tanzania_uniqueid_2934,No
Tanzania_uniqueid_1934,No
Tanzania_uniqueid_4886,No
Tanzania_uniqueid_2195,No
Tanzania_uniqueid_3451,Yes
Tanzania_uniqueid_3544,No
Kenya_uniqueid_5509,Yes
Rwanda_uniqueid_3401,Yes
Rwanda_uniqueid_5516,No
Rwanda_uniqueid_1449,No
Rwanda_uniqueid_8009,No
Tanzania_uniqueid_475,No
Tanzania_uniqueid_1638,No
Tanzania_uniqueid_6087,Yes
Kenya_uniqueid_2134,Yes
Kenya_uniqueid_5108,Yes
Tanzania_uniqueid_6031,No
Kenya_uniqueid_5129,No
Rwanda_uniqueid_8689,Yes
Tanzania_uniqueid_6021,No
Kenya_uniqueid_4680,Yes
Rwanda_uniqueid_2694,No
Kenya_uniqueid_827,No
Rwanda_uniqueid_8069,No
Kenya_uniqueid_2931,No
Tanzania_uniqueid_2590,No
Kenya_uniqueid_1145,Yes
Tanzania_uniqueid_2805,No
Rwanda_uniqueid_1511,No
Tanzania_uniqueid_5058,No
Tanzania_uniqueid_5845,Yes
Kenya_uniqueid_1159,Yes
Uganda_uniqueid_1686,No
Rwanda_uniqueid_2002,No
Kenya_uniqueid_5346,No
Kenya_uniqueid_4247,Yes
Uganda_uniqueid_672,No
Uganda_uniqueid_182,No
Kenya_uniqueid_820,Yes
Rwanda_uniqueid_6069,Yes
Kenya_uniqueid_3814,Yes
Uganda_uniqueid_1242,No
Rwanda_uniqueid_805,No
Kenya_uniqueid_4414,Yes
Rwanda_uniqueid_2976,No
Rwanda_uniqueid_7842,No
Tanzania_uniqueid_72,No
Uganda_uniqueid_1690,No
Tanzania_uniqueid_2782,No
Kenya_uniqueid_5095,No
Kenya_uniqueid_3107,Yes
Rwanda_uniqueid_2748,Yes
Rwanda_uniqueid_1991,No
Kenya_uniqueid_1641,No
Rwanda_uniqueid_3673,No
Kenya_uniqueid_4421,No
Tanzania_uniqueid_5857,No
Uganda_uniqueid_64,No
Rwanda_uniqueid_490,No
Uganda_uniqueid_1066,No
Kenya_uniqueid_4916,Yes
Tanzania_uniqueid_264,No
Tanzania_uniqueid_1921,No
Uganda_uniqueid_1528,No
Rwanda_uniqueid_4222,No
Rwanda_uniqueid_6067,Yes
Rwanda_uniqueid_5645,No
Tanzania_uniqueid_4672,No
Tanzania_uniqueid_845,No
Kenya_uniqueid_6014,Yes
Uganda_uniqueid_251,No
Kenya_uniqueid_5340,No
Kenya_uniqueid_1730,No
Uganda_uniqueid_1668,No
Kenya_uniqueid_5930,Yes
Rwanda_uniqueid_2755,No
Kenya_uniqueid_2894,Yes
Rwanda_uniqueid_8284,No
Kenya_uniqueid_4575,Yes
Uganda_uniqueid_1365,No
Tanzania_uniqueid_150,Yes
Uganda_uniqueid_489,No
Rwanda_uniqueid_7982,No
Kenya_uniqueid_219,Yes
Tanzania_uniqueid_1271,Yes
Rwanda_uniqueid_8081,No
Kenya_uniqueid_5639,Yes
Tanzania_uniqueid_5694,No
Kenya_uniqueid_2381,No
Rwanda_uniqueid_4598,No
Tanzania_uniqueid_1689,No
Tanzania_uniqueid_1205,No
Rwanda_uniqueid_5052,Yes
Kenya_uniqueid_2877,Yes
Rwanda_uniqueid_5785,No
Kenya_uniqueid_2688,No
Rwanda_uniqueid_7353,Yes
Tanzania_uniqueid_3446,No
Uganda_uniqueid_1403,No
Tanzania_uniqueid_6543,No
Rwanda_uniqueid_5955,No
Tanzania_uniqueid_74,No
Tanzania_uniqueid_3373,No
Kenya_uniqueid_3209,No
Tanzania_uniqueid_1264,No
Tanzania_uniqueid_455,Yes
Tanzania_uniqueid_3811,No
Tanzania_uniqueid_4700,No
Rwanda_uniqueid_5126,Yes
Rwanda_uniqueid_6707,Yes
Kenya_uniqueid_2421,No
Rwanda_uniqueid_812,No
Kenya_uniqueid_3208,No
Rwanda_uniqueid_7464,No
Rwanda_uniqueid_3604,Yes
Kenya_uniqueid_5253,No
Rwanda_uniqueid_6709,No
Tanzania_uniqueid_3569,No
Tanzania_uniqueid_5989,No
Rwanda_uniqueid_5680,No
Rwanda_uniqueid_5709,No
Uganda_uniqueid_1875,No
Tanzania_uniqueid_5963,No
Kenya_uniqueid_4548,No
Rwanda_uniqueid_8155,Yes
Rwanda_uniqueid_4983,No
Tanzania_uniqueid_3694,No
Kenya_uniqueid_4291,Yes
Tanzania_uniqueid_1413,No
Uganda_uniqueid_596,No
Kenya_uniqueid_2745,No
Tanzania_uniqueid_3347,No
Tanzania_uniqueid_650,No
Uganda_uniqueid_1992,No
Tanzania_uniqueid_1303,No
Tanzania_uniqueid_6156,No
Kenya_uniqueid_1394,Yes
Tanzania_uniqueid_5274,Yes
Kenya_uniqueid_963,No
Tanzania_uniqueid_1416,No
Rwanda_uniqueid_5659,Yes
Kenya_uniqueid_4422,No
Kenya_uniqueid_665,No
Tanzania_uniqueid_2302,Yes
Rwanda_uniqueid_6147,No
Rwanda_uniqueid_7914,No
Kenya_uniqueid_328,Yes
Kenya_uniqueid_5415,No
Rwanda_uniqueid_4392,No
Rwanda_uniqueid_6376,No
Tanzania_uniqueid_3970,No
Rwanda_uniqueid_6954,No
Rwanda_uniqueid_8385,Yes
Kenya_uniqueid_5744,Yes
Tanzania_uniqueid_3845,No
Rwanda_uniqueid_7505,No
Tanzania_uniqueid_4921,No
Tanzania_uniqueid_2735,No
Rwanda_uniqueid_4092,Yes
Uganda_uniqueid_1074,No
Rwanda_uniqueid_4261,Yes
Kenya_uniqueid_4060,Yes
Tanzania_uniqueid_2125,Yes
Rwanda_uniqueid_2164,No
Rwanda_uniqueid_2627,No
Rwanda_uniqueid_829,No
Uganda_uniqueid_406,No
Tanzania_uniqueid_5899,Yes
Tanzania_uniqueid_1198,No
Rwanda_uniqueid_6999,Yes
Uganda_uniqueid_1476,No
Tanzania_uniqueid_618,No
Tanzania_uniqueid_1514,No
Kenya_uniqueid_3503,Yes
Kenya_uniqueid_6066,No
Rwanda_uniqueid_70,No
Kenya_uniqueid_2458,No
Rwanda_uniqueid_7248,Yes
Kenya_uniqueid_5141,No
Kenya_uniqueid_3001,No
Tanzania_uniqueid_4520,No
Tanzania_uniqueid_5833,No
Kenya_uniqueid_1605,Yes
Tanzania_uniqueid_5532,No
Kenya_uniqueid_102,No
Uganda_uniqueid_1192,No
Kenya_uniqueid_3705,Yes
Rwanda_uniqueid_663,No
Tanzania_uniqueid_5878,No
Kenya_uniqueid_3474,Yes
Tanzania_uniqueid_441,No
Kenya_uniqueid_3296,No
Kenya_uniqueid_5161,Yes
Rwanda_uniqueid_2260,Yes
Tanzania_uniqueid_6418,Yes
Tanzania_uniqueid_2746,No
Kenya_uniqueid_2404,No
Tanzania_uniqueid_156,No
Rwanda_uniqueid_5996,No
Kenya_uniqueid_5046,No
Tanzania_uniqueid_4784,No
Kenya_uniqueid_879,No
Rwanda_uniqueid_6475,Yes
Rwanda_uniqueid_3994,Yes
Kenya_uniqueid_1351,No
Kenya_uniqueid_2110,No
Tanzania_uniqueid_2593,No
Rwanda_uniqueid_2760,Yes
Rwanda_uniqueid_4621,Yes
Rwanda_uniqueid_6733,No
Rwanda_uniqueid_5850,No
Kenya_uniqueid_411,No
Rwanda_uniqueid_6966,No
Uganda_uniqueid_1826,No
Tanzania_uniqueid_660,No
Uganda_uniqueid_1293,No
Rwanda_uniqueid_5823,No
Kenya_uniqueid_4462,No
Kenya_uniqueid_2190,No
Tanzania_uniqueid_1101,No
Tanzania_uniqueid_4879,No
Rwanda_uniqueid_8523,No
Rwanda_uniqueid_3733,No
Rwanda_uniqueid_5279,No
Rwanda_uniqueid_2097,Yes
Kenya_uniqueid_5355,Yes
Uganda_uniqueid_1796,No
Rwanda_uniqueid_3531,No
Rwanda_uniqueid_8398,No
Tanzania_uniqueid_3147,No
Kenya_uniqueid_3247,Yes
Kenya_uniqueid_314,Yes
Rwanda_uniqueid_3968,No
Kenya_uniqueid_5097,No
Uganda_uniqueid_1068,No
Uganda_uniqueid_942,No
Rwanda_uniqueid_879,No
Kenya_uniqueid_1789,Yes
Tanzania_uniqueid_624,No
Kenya_uniqueid_2300,No
Rwanda_uniqueid_683,No
Tanzania_uniqueid_6009,No
Tanzania_uniqueid_5435,No
Tanzania_uniqueid_5261,No
Rwanda_uniqueid_602,No
Tanzania_uniqueid_3813,No
Kenya_uniqueid_5679,Yes
Rwanda_uniqueid_3556,Yes
Tanzania_uniqueid_3819,No
Kenya_uniqueid_929,Yes
Rwanda_uniqueid_5888,No
Rwanda_uniqueid_2749,No
Tanzania_uniqueid_1390,Yes
Tanzania_uniqueid_1116,No
Rwanda_uniqueid_7832,No
Rwanda_uniqueid_6178,No
Kenya_uniqueid_3116,Yes
Uganda_uniqueid_943,No
Rwanda_uniqueid_6006,No
Rwanda_uniqueid_911,Yes
Kenya_uniqueid_5577,Yes
Kenya_uniqueid_4808,No
Rwanda_uniqueid_2386,No
Rwanda_uniqueid_1,No
Rwanda_uniqueid_3602,No
Tanzania_uniqueid_4068,No
Kenya_uniqueid_2320,Yes
Uganda_uniqueid_1324,No
Tanzania_uniqueid_6105,No
Rwanda_uniqueid_7965,Yes
Tanzania_uniqueid_6114,No
Kenya_uniqueid_3063,Yes
Tanzania_uniqueid_4964,Yes
Tanzania_uniqueid_2954,No
Kenya_uniqueid_1007,Yes
Kenya_uniqueid_5395,No
Kenya_uniqueid_4166,Yes
Rwanda_uniqueid_5660,Yes
Uganda_uniqueid_761,No
Uganda_uniqueid_709,No
Kenya_uniqueid_3959,No
Tanzania_uniqueid_2425,Yes
Rwanda_uniqueid_3098,No
Kenya_uniqueid_3965,No
Rwanda_uniqueid_3804,No
Kenya_uniqueid_2248,Yes
Rwanda_uniqueid_6746,No
Uganda_uniqueid_1384,Yes
Rwanda_uniqueid_5221,No
Rwanda_uniqueid_6841,No
Tanzania_uniqueid_1018,No
Rwanda_uniqueid_2089,No
Rwanda_uniqueid_2785,No
Tanzania_uniqueid_3239,No
Tanzania_uniqueid_6082,No
Tanzania_uniqueid_6162,No
Tanzania_uniqueid_5819,Yes
Tanzania_uniqueid_4515,No
Kenya_uniqueid_619,Yes
Rwanda_uniqueid_2643,No
Rwanda_uniqueid_5878,No
Rwanda_uniqueid_8371,No
Tanzania_uniqueid_5457,No
Tanzania_uniqueid_1937,No
Kenya_uniqueid_128,Yes
Kenya_uniqueid_1356,Yes
Uganda_uniqueid_1371,No
Rwanda_uniqueid_6498,Yes
Kenya_uniqueid_5872,Yes
Rwanda_uniqueid_7979,No
Kenya_uniqueid_4557,No
Rwanda_uniqueid_7333,Yes
Rwanda_uniqueid_2077,No
Rwanda_uniqueid_2474,No
Rwanda_uniqueid_6833,No
Kenya_uniqueid_4689,Yes
Rwanda_uniqueid_4894,No
Kenya_uniqueid_4697,Yes
Kenya_uniqueid_3387,No
Uganda_uniqueid_1785,No
Rwanda_uniqueid_907,No
Uganda_uniqueid_2081,No
Kenya_uniqueid_3489,No
Rwanda_uniqueid_1686,No
Tanzania_uniqueid_4412,No
Tanzania_uniqueid_1448,No
Uganda_uniqueid_2047,No
